TimeStamp,TAG,Value
2020-03-06 00:00:00,DQO_VERTIMIENTO,504.0
2020-03-08 00:00:00,DQO_REACTOR_BIO,722.0
2020-03-08 00:00:00,DQO_VERTIMIENTO,443.1
2020-03-10 00:00:00,DQO_REACTOR_BIO,660.4
2020-03-10 00:00:00,DQO_VERTIMIENTO,330.5
2020-03-12 00:00:00,DQO_REACTOR_BIO,617.5
2020-03-12 00:00:00,DQO_VERTIMIENTO,483.7
2020-03-13 00:00:00,DQO_REACTOR_BIO,753.8
2020-03-13 00:00:00,DQO_VERTIMIENTO,356.4
2020-03-15 00:00:00,DQO_REACTOR_BIO,634.9
2020-03-15 00:00:00,DQO_VERTIMIENTO,343.9
2020-03-18 00:00:00,DQO_REACTOR_BIO,873.3
2020-03-18 00:00:00,DQO_VERTIMIENTO,326.6
2020-03-19 00:00:00,DQO_REACTOR_BIO,986.7
2020-03-19 00:00:00,DQO_VERTIMIENTO,546.3
2020-03-21 00:00:00,DQO_REACTOR_BIO,738.4
2020-03-21 00:00:00,DQO_VERTIMIENTO,614.3
2020-03-22 00:00:00,DQO_REACTOR_BIO,817.6
2020-03-22 00:00:00,DQO_VERTIMIENTO,471.7
2020-03-24 00:00:00,DQO_REACTOR_BIO,1050.0
2020-03-24 00:00:00,DQO_VERTIMIENTO,427.4
2020-03-25 00:00:00,DQO_REACTOR_BIO,902.7
2020-03-25 00:00:00,DQO_VERTIMIENTO,226.6
2020-03-26 00:00:00,DQO_REACTOR_BIO,500.9
2020-03-26 00:00:00,DQO_VERTIMIENTO,252.6
2020-03-27 00:00:00,DQO_REACTOR_BIO,587.8
2020-03-27 00:00:00,DQO_VERTIMIENTO,608.0
2020-03-31 00:00:00,DQO_REACTOR_BIO,777.0
2020-03-31 00:00:00,DQO_VERTIMIENTO,180.0
2020-04-01 00:00:00,DQO_REACTOR_BIO,1041.3
2020-04-01 00:00:00,DQO_VERTIMIENTO,557.8
2020-04-03 00:00:00,DQO_REACTOR_BIO,822.0
2020-04-03 00:00:00,DQO_VERTIMIENTO,230.2
2020-04-05 00:00:00,DQO_REACTOR_BIO,547.2
2020-04-05 00:00:00,DQO_VERTIMIENTO,371.9
2020-04-07 00:00:00,DQO_REACTOR_BIO,791.9
2020-04-07 00:00:00,DQO_VERTIMIENTO,327.0
2020-04-09 00:00:00,DQO_REACTOR_BIO,585.6
2020-04-09 00:00:00,DQO_VERTIMIENTO,317.7
2020-04-10 00:00:00,DQO_REACTOR_BIO,400.0
2020-04-10 00:00:00,DQO_VERTIMIENTO,357.2
2020-04-11 00:00:00,DQO_REACTOR_BIO,767.7
2020-04-11 00:00:00,DQO_VERTIMIENTO,376.9
2020-04-13 00:00:00,DQO_REACTOR_BIO,707.5
2020-04-13 00:00:00,DQO_VERTIMIENTO,180.0
2020-04-15 00:00:00,DQO_REACTOR_BIO,834.0
2020-04-15 00:00:00,DQO_VERTIMIENTO,259.5
2020-04-16 00:00:00,DQO_REACTOR_BIO,887.5
2020-04-16 00:00:00,DQO_VERTIMIENTO,402.1
2020-04-17 00:00:00,DQO_REACTOR_BIO,723.2
2020-04-17 00:00:00,DQO_VERTIMIENTO,451.8
2020-04-21 00:00:00,DQO_REACTOR_BIO,561.8
2020-04-21 00:00:00,DQO_VERTIMIENTO,180.0
2020-04-22 00:00:00,DQO_REACTOR_BIO,913.2
2020-04-22 00:00:00,DQO_VERTIMIENTO,249.6
2020-04-24 00:00:00,DQO_REACTOR_BIO,700.6
2020-04-24 00:00:00,DQO_VERTIMIENTO,427.5
2020-04-26 00:00:00,DQO_REACTOR_BIO,818.3
2020-04-26 00:00:00,DQO_VERTIMIENTO,184.4
2020-04-27 00:00:00,DQO_REACTOR_BIO,738.1
2020-04-27 00:00:00,DQO_VERTIMIENTO,730.2
2020-04-29 00:00:00,DQO_REACTOR_BIO,826.8
2020-04-29 00:00:00,DQO_VERTIMIENTO,441.2
2020-05-01 00:00:00,DQO_REACTOR_BIO,411.1
2020-05-01 00:00:00,DQO_VERTIMIENTO,403.8
2020-05-03 00:00:00,DQO_REACTOR_BIO,647.7
2020-05-03 00:00:00,DQO_VERTIMIENTO,534.2
2020-05-05 00:00:00,DQO_REACTOR_BIO,421.7
2020-05-05 00:00:00,DQO_VERTIMIENTO,605.6
2020-05-08 00:00:00,DQO_REACTOR_BIO,719.5
2020-05-08 00:00:00,DQO_VERTIMIENTO,416.7
2020-05-09 00:00:00,DQO_REACTOR_BIO,821.3
2020-05-09 00:00:00,DQO_VERTIMIENTO,412.4
2020-05-10 00:00:00,DQO_REACTOR_BIO,400.0
2020-05-10 00:00:00,DQO_VERTIMIENTO,566.9
2020-05-12 00:00:00,DQO_REACTOR_BIO,845.2
2020-05-12 00:00:00,DQO_VERTIMIENTO,180.0
2020-05-13 00:00:00,DQO_REACTOR_BIO,405.8
2020-05-13 00:00:00,DQO_VERTIMIENTO,296.4
2020-05-15 00:00:00,DQO_REACTOR_BIO,570.8
2020-05-15 00:00:00,DQO_VERTIMIENTO,180.0
2020-05-17 00:00:00,DQO_REACTOR_BIO,712.4
2020-05-17 00:00:00,DQO_VERTIMIENTO,180.0
2020-05-18 00:00:00,DQO_REACTOR_BIO,851.7
2020-05-18 00:00:00,DQO_VERTIMIENTO,554.3
2020-05-20 00:00:00,DQO_REACTOR_BIO,623.3
2020-05-20 00:00:00,DQO_VERTIMIENTO,535.6
2020-05-23 00:00:00,DQO_REACTOR_BIO,775.1
2020-05-23 00:00:00,DQO_VERTIMIENTO,552.4
2020-05-24 00:00:00,DQO_REACTOR_BIO,400.0
2020-05-24 00:00:00,DQO_VERTIMIENTO,303.4
2020-05-27 00:00:00,DQO_REACTOR_BIO,407.9
2020-05-27 00:00:00,DQO_VERTIMIENTO,396.2
2020-05-28 00:00:00,DQO_REACTOR_BIO,490.9
2020-05-28 00:00:00,DQO_VERTIMIENTO,180.0
2020-05-29 00:00:00,DQO_REACTOR_BIO,492.3
2020-05-29 00:00:00,DQO_VERTIMIENTO,372.2
2020-05-31 00:00:00,DQO_REACTOR_BIO,400.0
2020-05-31 00:00:00,DQO_VERTIMIENTO,429.1
2020-06-03 00:00:00,DQO_REACTOR_BIO,850.7
2020-06-03 00:00:00,DQO_VERTIMIENTO,553.2
2020-06-04 00:00:00,DQO_REACTOR_BIO,784.0
2020-06-04 00:00:00,DQO_VERTIMIENTO,390.2
2020-06-06 00:00:00,DQO_REACTOR_BIO,504.9
2020-06-06 00:00:00,DQO_VERTIMIENTO,396.9
2020-06-07 00:00:00,DQO_REACTOR_BIO,509.4
2020-06-07 00:00:00,DQO_VERTIMIENTO,408.2
2020-06-08 00:00:00,DQO_REACTOR_BIO,816.6
2020-06-08 00:00:00,DQO_VERTIMIENTO,218.8
2020-06-10 00:00:00,DQO_REACTOR_BIO,624.1
2020-06-10 00:00:00,DQO_VERTIMIENTO,571.2
2020-06-13 00:00:00,DQO_REACTOR_BIO,826.2
2020-06-13 00:00:00,DQO_VERTIMIENTO,434.1
2020-06-14 00:00:00,DQO_REACTOR_BIO,884.5
2020-06-14 00:00:00,DQO_VERTIMIENTO,249.7
2020-06-16 00:00:00,DQO_REACTOR_BIO,547.1
2020-06-16 00:00:00,DQO_VERTIMIENTO,347.0
2020-06-19 00:00:00,DQO_REACTOR_BIO,767.3
2020-06-19 00:00:00,DQO_VERTIMIENTO,290.9
2020-06-20 00:00:00,DQO_REACTOR_BIO,730.9
2020-06-20 00:00:00,DQO_VERTIMIENTO,560.4
2020-06-21 00:00:00,DQO_REACTOR_BIO,579.9
2020-06-21 00:00:00,DQO_VERTIMIENTO,388.0
2020-06-23 00:00:00,DQO_REACTOR_BIO,709.0
2020-06-23 00:00:00,DQO_VERTIMIENTO,450.8
2020-06-24 00:00:00,DQO_REACTOR_BIO,933.7
2020-06-24 00:00:00,DQO_VERTIMIENTO,329.9
2020-06-25 00:00:00,DQO_REACTOR_BIO,668.4
2020-06-25 00:00:00,DQO_VERTIMIENTO,237.7
2020-06-28 00:00:00,DQO_REACTOR_BIO,1050.0
2020-06-28 00:00:00,DQO_VERTIMIENTO,246.9
2020-06-29 00:00:00,DQO_REACTOR_BIO,562.6
2020-06-29 00:00:00,DQO_VERTIMIENTO,457.2
2020-06-30 00:00:00,DQO_REACTOR_BIO,536.7
2020-06-30 00:00:00,DQO_VERTIMIENTO,530.8
2020-07-02 00:00:00,DQO_REACTOR_BIO,717.4
2020-07-02 00:00:00,DQO_VERTIMIENTO,190.3
2020-07-03 00:00:00,DQO_REACTOR_BIO,511.8
2020-07-03 00:00:00,DQO_VERTIMIENTO,216.5
2020-07-06 00:00:00,DQO_REACTOR_BIO,747.2
2020-07-06 00:00:00,DQO_VERTIMIENTO,522.5
2020-07-07 00:00:00,DQO_REACTOR_BIO,400.0
2020-07-07 00:00:00,DQO_VERTIMIENTO,215.4
2020-07-10 00:00:00,DQO_REACTOR_BIO,864.8
2020-07-10 00:00:00,DQO_VERTIMIENTO,284.6
2020-07-11 00:00:00,DQO_REACTOR_BIO,590.0
2020-07-11 00:00:00,DQO_VERTIMIENTO,496.3
2020-07-13 00:00:00,DQO_REACTOR_BIO,894.5
2020-07-13 00:00:00,DQO_VERTIMIENTO,246.0
2020-07-14 00:00:00,DQO_REACTOR_BIO,525.7
2020-07-14 00:00:00,DQO_VERTIMIENTO,389.6
2020-07-15 00:00:00,DQO_REACTOR_BIO,400.0
2020-07-15 00:00:00,DQO_VERTIMIENTO,241.7
2020-07-17 00:00:00,DQO_REACTOR_BIO,910.4
2020-07-17 00:00:00,DQO_VERTIMIENTO,500.6
2020-07-20 00:00:00,DQO_REACTOR_BIO,651.2
2020-07-20 00:00:00,DQO_VERTIMIENTO,419.4
2020-07-21 00:00:00,DQO_REACTOR_BIO,718.9
2020-07-21 00:00:00,DQO_VERTIMIENTO,196.8
2020-07-22 00:00:00,DQO_REACTOR_BIO,489.8
2020-07-22 00:00:00,DQO_VERTIMIENTO,463.1
2020-07-23 00:00:00,DQO_REACTOR_BIO,773.9
2020-07-23 00:00:00,DQO_VERTIMIENTO,442.5
2020-07-28 00:00:00,DQO_REACTOR_BIO,990.3
2020-07-28 00:00:00,DQO_VERTIMIENTO,217.5
2020-07-30 00:00:00,DQO_REACTOR_BIO,754.1
2020-07-30 00:00:00,DQO_VERTIMIENTO,581.0
2020-07-31 00:00:00,DQO_REACTOR_BIO,796.2
2020-07-31 00:00:00,DQO_VERTIMIENTO,433.7
2020-08-01 00:00:00,DQO_REACTOR_BIO,725.6
2020-08-01 00:00:00,DQO_VERTIMIENTO,314.0
2020-08-03 00:00:00,DQO_REACTOR_BIO,400.0
2020-08-03 00:00:00,DQO_VERTIMIENTO,192.1
2020-08-04 00:00:00,DQO_REACTOR_BIO,670.1
2020-08-04 00:00:00,DQO_VERTIMIENTO,490.3
2020-08-05 00:00:00,DQO_REACTOR_BIO,665.3
2020-08-05 00:00:00,DQO_VERTIMIENTO,408.4
2020-08-06 00:00:00,DQO_REACTOR_BIO,789.6
2020-08-06 00:00:00,DQO_VERTIMIENTO,577.0
2020-08-12 00:00:00,DQO_REACTOR_BIO,628.9
2020-08-12 00:00:00,DQO_VERTIMIENTO,448.0
2020-08-13 00:00:00,DQO_REACTOR_BIO,590.9
2020-08-13 00:00:00,DQO_VERTIMIENTO,381.3
2020-08-14 00:00:00,DQO_REACTOR_BIO,678.6
2020-08-14 00:00:00,DQO_VERTIMIENTO,322.0
2020-08-16 00:00:00,DQO_REACTOR_BIO,611.3
2020-08-16 00:00:00,DQO_VERTIMIENTO,495.1
2020-08-18 00:00:00,DQO_REACTOR_BIO,544.8
2020-08-18 00:00:00,DQO_VERTIMIENTO,366.0
2020-08-20 00:00:00,DQO_REACTOR_BIO,588.3
2020-08-20 00:00:00,DQO_VERTIMIENTO,443.7
2020-08-21 00:00:00,DQO_REACTOR_BIO,457.9
2020-08-21 00:00:00,DQO_VERTIMIENTO,689.1
2020-08-22 00:00:00,DQO_REACTOR_BIO,1050.0
2020-08-22 00:00:00,DQO_VERTIMIENTO,505.8
2020-08-25 00:00:00,DQO_REACTOR_BIO,617.9
2020-08-25 00:00:00,DQO_VERTIMIENTO,501.4
2020-08-27 00:00:00,DQO_REACTOR_BIO,626.2
2020-08-27 00:00:00,DQO_VERTIMIENTO,371.0
2020-08-29 00:00:00,DQO_REACTOR_BIO,780.0
2020-08-29 00:00:00,DQO_VERTIMIENTO,312.4
2020-08-30 00:00:00,DQO_REACTOR_BIO,610.4
2020-08-30 00:00:00,DQO_VERTIMIENTO,196.9
2020-09-01 00:00:00,DQO_REACTOR_BIO,642.4
2020-09-01 00:00:00,DQO_VERTIMIENTO,271.1
2020-09-02 00:00:00,DQO_REACTOR_BIO,588.1
2020-09-02 00:00:00,DQO_VERTIMIENTO,362.3
2020-09-04 00:00:00,DQO_REACTOR_BIO,689.9
2020-09-04 00:00:00,DQO_VERTIMIENTO,234.0
2020-09-06 00:00:00,DQO_REACTOR_BIO,718.8
2020-09-06 00:00:00,DQO_VERTIMIENTO,395.3
2020-09-08 00:00:00,DQO_REACTOR_BIO,691.9
2020-09-08 00:00:00,DQO_VERTIMIENTO,300.5
2020-09-10 00:00:00,DQO_REACTOR_BIO,400.0
2020-09-10 00:00:00,DQO_VERTIMIENTO,334.8
2020-09-12 00:00:00,DQO_REACTOR_BIO,636.6
2020-09-12 00:00:00,DQO_VERTIMIENTO,517.4
2020-09-13 00:00:00,DQO_REACTOR_BIO,901.6
2020-09-13 00:00:00,DQO_VERTIMIENTO,532.2
2020-09-14 00:00:00,DQO_REACTOR_BIO,639.3
2020-09-14 00:00:00,DQO_VERTIMIENTO,294.6
2020-09-16 00:00:00,DQO_REACTOR_BIO,788.5
2020-09-16 00:00:00,DQO_VERTIMIENTO,413.2
2020-09-18 00:00:00,DQO_REACTOR_BIO,631.9
2020-09-18 00:00:00,DQO_VERTIMIENTO,387.5
2020-09-19 00:00:00,DQO_REACTOR_BIO,524.4
2020-09-19 00:00:00,DQO_VERTIMIENTO,636.1
2020-09-21 00:00:00,DQO_REACTOR_BIO,777.0
2020-09-21 00:00:00,DQO_VERTIMIENTO,610.4
2020-09-24 00:00:00,DQO_REACTOR_BIO,752.0
2020-09-24 00:00:00,DQO_VERTIMIENTO,384.2
2020-09-25 00:00:00,DQO_REACTOR_BIO,455.8
2020-09-25 00:00:00,DQO_VERTIMIENTO,443.8
2020-09-26 00:00:00,DQO_REACTOR_BIO,506.1
2020-09-26 00:00:00,DQO_VERTIMIENTO,344.9
2020-09-28 00:00:00,DQO_REACTOR_BIO,930.0
2020-09-28 00:00:00,DQO_VERTIMIENTO,616.5
2020-10-01 00:00:00,DQO_REACTOR_BIO,590.4
2020-10-01 00:00:00,DQO_VERTIMIENTO,180.0
2020-10-02 00:00:00,DQO_REACTOR_BIO,554.0
2020-10-02 00:00:00,DQO_VERTIMIENTO,247.0
2020-10-04 00:00:00,DQO_REACTOR_BIO,700.7
2020-10-04 00:00:00,DQO_VERTIMIENTO,724.6
2020-10-06 00:00:00,DQO_REACTOR_BIO,426.6
2020-10-06 00:00:00,DQO_VERTIMIENTO,441.9
2020-10-09 00:00:00,DQO_REACTOR_BIO,597.0
2020-10-09 00:00:00,DQO_VERTIMIENTO,299.3
2020-10-10 00:00:00,DQO_REACTOR_BIO,799.3
2020-10-10 00:00:00,DQO_VERTIMIENTO,478.1
2020-10-11 00:00:00,DQO_REACTOR_BIO,667.9
2020-10-11 00:00:00,DQO_VERTIMIENTO,554.4
2020-10-13 00:00:00,DQO_REACTOR_BIO,709.7
2020-10-13 00:00:00,DQO_VERTIMIENTO,512.7
2020-10-15 00:00:00,DQO_REACTOR_BIO,400.0
2020-10-15 00:00:00,DQO_VERTIMIENTO,421.9
2020-10-16 00:00:00,DQO_REACTOR_BIO,1050.0
2020-10-16 00:00:00,DQO_VERTIMIENTO,761.1
2020-10-17 00:00:00,DQO_REACTOR_BIO,609.9
2020-10-17 00:00:00,DQO_VERTIMIENTO,377.7
2020-10-19 00:00:00,DQO_REACTOR_BIO,523.9
2020-10-19 00:00:00,DQO_VERTIMIENTO,451.5
2020-10-20 00:00:00,DQO_REACTOR_BIO,508.9
2020-10-20 00:00:00,DQO_VERTIMIENTO,582.0
2020-10-22 00:00:00,DQO_REACTOR_BIO,562.9
2020-10-22 00:00:00,DQO_VERTIMIENTO,291.9
2020-10-24 00:00:00,DQO_REACTOR_BIO,603.3
2020-10-24 00:00:00,DQO_VERTIMIENTO,271.1
2020-10-26 00:00:00,DQO_REACTOR_BIO,714.3
2020-10-26 00:00:00,DQO_VERTIMIENTO,220.1
2020-10-27 00:00:00,DQO_REACTOR_BIO,885.6
2020-10-27 00:00:00,DQO_VERTIMIENTO,438.7
2020-10-30 00:00:00,DQO_REACTOR_BIO,637.9
2020-10-30 00:00:00,DQO_VERTIMIENTO,398.9
2020-10-31 00:00:00,DQO_REACTOR_BIO,675.9
2020-10-31 00:00:00,DQO_VERTIMIENTO,452.0
2020-11-03 00:00:00,DQO_REACTOR_BIO,753.7
2020-11-03 00:00:00,DQO_VERTIMIENTO,180.0
2020-11-05 00:00:00,DQO_REACTOR_BIO,807.7
2020-11-05 00:00:00,DQO_VERTIMIENTO,354.1
2020-11-06 00:00:00,DQO_REACTOR_BIO,527.8
2020-11-06 00:00:00,DQO_VERTIMIENTO,536.1
2020-11-08 00:00:00,DQO_REACTOR_BIO,400.0
2020-11-08 00:00:00,DQO_VERTIMIENTO,412.3
2020-11-11 00:00:00,DQO_REACTOR_BIO,687.2
2020-11-11 00:00:00,DQO_VERTIMIENTO,342.3
2020-11-13 00:00:00,DQO_REACTOR_BIO,686.9
2020-11-13 00:00:00,DQO_VERTIMIENTO,545.2
2020-11-14 00:00:00,DQO_REACTOR_BIO,554.3
2020-11-14 00:00:00,DQO_VERTIMIENTO,397.0
2020-11-15 00:00:00,DQO_REACTOR_BIO,744.1
2020-11-15 00:00:00,DQO_VERTIMIENTO,370.0
2020-11-16 00:00:00,DQO_REACTOR_BIO,594.9
2020-11-16 00:00:00,DQO_VERTIMIENTO,422.4
2020-11-17 00:00:00,DQO_REACTOR_BIO,624.8
2020-11-17 00:00:00,DQO_VERTIMIENTO,309.3
2020-11-20 00:00:00,DQO_REACTOR_BIO,672.4
2020-11-20 00:00:00,DQO_VERTIMIENTO,402.0
2020-11-22 00:00:00,DQO_REACTOR_BIO,518.1
2020-11-22 00:00:00,DQO_VERTIMIENTO,505.7
2020-11-23 00:00:00,DQO_REACTOR_BIO,752.2
2020-11-23 00:00:00,DQO_VERTIMIENTO,534.8
2020-11-24 00:00:00,DQO_REACTOR_BIO,559.0
2020-11-24 00:00:00,DQO_VERTIMIENTO,578.8
2020-11-26 00:00:00,DQO_REACTOR_BIO,672.0
2020-11-26 00:00:00,DQO_VERTIMIENTO,489.3
2020-11-28 00:00:00,DQO_REACTOR_BIO,701.3
2020-11-28 00:00:00,DQO_VERTIMIENTO,601.9
2020-12-02 00:00:00,DQO_REACTOR_BIO,1010.2
2020-12-02 00:00:00,DQO_VERTIMIENTO,466.2
2020-12-03 00:00:00,DQO_REACTOR_BIO,783.9
2020-12-03 00:00:00,DQO_VERTIMIENTO,180.0
2020-12-05 00:00:00,DQO_REACTOR_BIO,792.5
2020-12-05 00:00:00,DQO_VERTIMIENTO,266.3
2020-12-06 00:00:00,DQO_REACTOR_BIO,565.7
2020-12-06 00:00:00,DQO_VERTIMIENTO,595.5
2020-12-08 00:00:00,DQO_REACTOR_BIO,508.1
2020-12-08 00:00:00,DQO_VERTIMIENTO,484.1
2020-12-09 00:00:00,DQO_REACTOR_BIO,799.0
2020-12-09 00:00:00,DQO_VERTIMIENTO,538.0
2020-12-11 00:00:00,DQO_REACTOR_BIO,901.2
2020-12-11 00:00:00,DQO_VERTIMIENTO,437.6
2020-12-12 00:00:00,DQO_REACTOR_BIO,696.7
2020-12-12 00:00:00,DQO_VERTIMIENTO,625.0
2020-12-15 00:00:00,DQO_REACTOR_BIO,522.1
2020-12-15 00:00:00,DQO_VERTIMIENTO,272.2
2020-12-17 00:00:00,DQO_REACTOR_BIO,626.1
2020-12-17 00:00:00,DQO_VERTIMIENTO,431.6
2020-12-18 00:00:00,DQO_REACTOR_BIO,755.6
2020-12-18 00:00:00,DQO_VERTIMIENTO,340.9
2020-12-19 00:00:00,DQO_REACTOR_BIO,675.8
2020-12-19 00:00:00,DQO_VERTIMIENTO,378.3
2020-12-21 00:00:00,DQO_REACTOR_BIO,937.8
2020-12-21 00:00:00,DQO_VERTIMIENTO,353.0
2020-12-22 00:00:00,DQO_REACTOR_BIO,512.5
2020-12-22 00:00:00,DQO_VERTIMIENTO,385.4
2020-12-23 00:00:00,DQO_REACTOR_BIO,944.6
2020-12-23 00:00:00,DQO_VERTIMIENTO,387.2
2020-12-25 00:00:00,DQO_REACTOR_BIO,400.0
2020-12-25 00:00:00,DQO_VERTIMIENTO,628.3
2020-12-28 00:00:00,DQO_REACTOR_BIO,1050.0
2020-12-28 00:00:00,DQO_VERTIMIENTO,237.6
2020-12-30 00:00:00,DQO_REACTOR_BIO,691.8
2020-12-30 00:00:00,DQO_VERTIMIENTO,180.0
2020-12-31 00:00:00,DQO_REACTOR_BIO,634.3
2020-12-31 00:00:00,DQO_VERTIMIENTO,378.2
2021-01-01 00:00:00,DQO_REACTOR_BIO,900.2
2021-01-01 00:00:00,DQO_VERTIMIENTO,434.4
2021-01-04 00:00:00,DQO_REACTOR_BIO,402.0
2021-01-04 00:00:00,DQO_VERTIMIENTO,368.3
2021-01-06 00:00:00,DQO_REACTOR_BIO,687.2
2021-01-06 00:00:00,DQO_VERTIMIENTO,243.0
2021-01-09 00:00:00,DQO_REACTOR_BIO,400.0
2021-01-09 00:00:00,DQO_VERTIMIENTO,447.7
2021-01-10 00:00:00,DQO_REACTOR_BIO,733.9
2021-01-10 00:00:00,DQO_VERTIMIENTO,358.0
2021-01-11 00:00:00,DQO_REACTOR_BIO,835.2
2021-01-11 00:00:00,DQO_VERTIMIENTO,445.1
2021-01-13 00:00:00,DQO_REACTOR_BIO,569.5
2021-01-13 00:00:00,DQO_VERTIMIENTO,439.2
2021-01-14 00:00:00,DQO_REACTOR_BIO,400.0
2021-01-14 00:00:00,DQO_VERTIMIENTO,494.1
2021-01-17 00:00:00,DQO_REACTOR_BIO,932.2
2021-01-17 00:00:00,DQO_VERTIMIENTO,594.5
2021-01-19 00:00:00,DQO_REACTOR_BIO,593.7
2021-01-19 00:00:00,DQO_VERTIMIENTO,568.7
2021-01-21 00:00:00,DQO_REACTOR_BIO,705.0
2021-01-21 00:00:00,DQO_VERTIMIENTO,645.8
2021-01-23 00:00:00,DQO_REACTOR_BIO,614.5
2021-01-23 00:00:00,DQO_VERTIMIENTO,180.0
2021-01-24 00:00:00,DQO_REACTOR_BIO,446.1
2021-01-24 00:00:00,DQO_VERTIMIENTO,500.1
2021-01-26 00:00:00,DQO_REACTOR_BIO,838.1
2021-01-26 00:00:00,DQO_VERTIMIENTO,313.8
